"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"",NA,0,"Village","Married",2,1,3,3,3,2,2,2,2,4,3,2,3,3,3,2,2,4,4,4,2,3,3,1,1,2,1,2,3,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,"yes","no",2.6,2.9,2.6,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","ma","retired",87500,"",0,0,"Small Town","Married",2,0,2,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,4,1,2,3,1,4,4,3,5,1,2,4,1,2,3,1,1,5,4,5,3,3,3,4,3,"yes","yes",2,1.4,2.8,3.2,0.92,"Very High"
"United States",25,"Female","No Kids","phd","student",10000,"",1,0,"Village","Single",2,0,4,4,3,3,5,2,4,5,3,2,2,1,3,3,2,1,2,2,5,3,2,1,2,3,5,2,2,3,5,3,5,4,1,1,3,4,2,3,4,3,3,4,3,5,2,"yes","no",3.8,2.7,2.9,3.4,0.92,"Very High"
"United States",45,"Male","No Kids","phd","full-time",67500,"",3,0,"","Married",2,0,2,3,2,1,1,1,1,4,2,1,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,3,3,3,1,2,2,3,2,3,3,3,3,2,3,5,4,5,5,3,"no","no",1.8,2,2.5,4.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"",0,0,"Small Town","Married",NA,1,3,3,2,2,2,1,1,1,1,2,3,3,3,3,4,3,3,1,1,3,2,2,2,4,3,2,4,4,3,2,2,4,2,4,3,3,3,4,4,3,3,4,3,4,3,"yes","no",2.4,2.2,3,3.4,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",55000,"",4,0,"Large Town","Married",2,0,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,1,2,3,2,2,3,1,2,3,4,3,3,3,3,4,4,4,4,4,"yes","no",2.6,2.6,2.5,4,0.92,"Very High"
"United States",45,"Male","No Kids","deg","full-time",150000,"",10,0,"Village","Married",2,0,3,4,4,3,3,2,2,4,3,4,3,3,3,3,3,2,2,4,2,2,4,2,3,1,4,3,3,2,4,2,3,4,2,4,4,2,2,3,4,3,3,4,4,3,2,"yes","no",3.4,2.8,3,3.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","dip","part-time",10000,"",6,0,"Rural/Country","Married",4,0,4,4,4,3,3,2,2,4,5,3,5,4,4,3,5,3,3,2,4,2,4,2,4,2,3,2,4,5,5,4,1,4,2,4,4,4,3,5,5,3,4,3,4,5,3,"yes","yes",3.6,3.4,3.5,3.8,0.92,"Very High"
"United States",32.5,"Male","No Kids","deg","part-time",15000,"",0,3,"Village","Single",2,0,4,4,4,4,4,5,5,5,4,5,5,5,1,5,5,5,5,5,4,4,4,3,5,5,4,5,1,5,1,4,5,4,5,5,5,4,4,5,4,5,2,1,2,1,1,"yes","yes",4,4.5,4.2,1.4,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",87500,"",0,0,"Small Town","Married",2,1,1,2,2,1,1,1,1,4,2,1,2,1,2,1,1,2,2,3,1,2,2,1,2,1,5,2,1,2,3,2,2,3,1,2,3,2,2,2,1,3,5,5,5,4,4,"no","no",1.4,1.7,2.1,4.6,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",45000,"",0,0,"Village","Married",NA,0,2,2,2,2,1,1,3,2,3,2,1,3,2,1,3,2,3,2,3,2,2,1,2,1,1,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,4,3,5,4,5,"no","no",1.8,2.2,2,4.2,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",250000,"",5,0,"Village","Single",2,0,4,4,4,3,3,2,3,2,4,3,3,2,3,2,3,2,3,3,2,4,4,2,3,4,4,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,2,1,"yes","no",3.6,2.7,3.1,2.2,0.92,"Very High"
"United States",32.5,"Male","No Kids","ma","full-time",250000,"",3,2,"Rural/Country","Married",2,0,4,4,3,4,4,1,3,5,2,4,2,3,4,3,4,5,3,4,2,4,4,2,5,1,4,5,3,4,3,4,4,3,1,3,4,4,3,4,3,4,2,2,2,4,2,"yes","yes",3.8,3.3,3.4,2.4,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","phd","retired",87500,"",2,0,"Small Town","Married",NA,1,4,4,4,2,2,1,2,3,4,4,3,5,3,4,4,1,3,2,4,3,4,3,4,2,3,3,5,3,4,3,3,4,2,3,4,4,4,5,5,4,2,3,3,4,2,"yes","yes",3.2,3.1,3.6,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",67500,"",6,0,"Village","Divorced",2,0,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,5,5,2,1,5,2,3,3,3,3,1,4,3,3,3,4,4,3,2,3,4,4,4,3,2,"yes","no",3.2,3.8,3.1,3.4,0.92,"Very High"
"United States",32.5,"Male","Yes Kids","phd","full-time",250000,"",2,0,"Small Town","Married",NA,0,3,3,3,3,3,1,1,5,2,2,2,4,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,3,3,1,2,3,4,2,3,3,3,3,3,3,3,3,"yes","no",3,2.4,2.6,3,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","student",15000,"",5,0,"Large Town","Single",2,0,3,5,2,3,3,1,1,1,1,5,5,4,5,5,5,1,1,3,1,5,5,1,2,5,5,1,5,1,5,1,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"yes","yes",3.2,2.9,3.5,1,0.92,"Very High"
"United States",28,"Male","No Kids","ma","full-time",15000,"",2,0,"Large Town","Married",2,0,2,3,4,3,3,2,2,5,3,2,1,2,2,2,2,4,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,4,"no","no",3,2.7,2.9,4.8,0.92,"Very High"
"United States",23,"Male","No Kids","deg","full-time",45000,"",0,1,"Small Town","Single",2,0,4,4,5,4,4,2,2,2,3,3,3,2,3,2,4,2,3,2,1,1,1,1,3,3,2,1,5,3,4,2,3,2,1,1,3,2,2,3,1,3,4,3,3,4,3,"yes","yes",4.2,2.3,2.3,3.4,0.92,"Very High"
"United States",67.5,"Female","No Kids","deg","",NA,"",0,0,"","Married",2,0,3,3,4,2,2,2,3,3,5,3,1,2,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,5,4,4,4,4,4,5,3,3,2,4,3,3,5,5,4,4,3,"yes","yes",2.8,3.1,3.5,4.2,0.92,"Very High"
"United States",28,"Male","Yes Kids","ma","student",15000,"",3,6,"Small Town","Married",2,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,"yes","yes",3.6,3.7,3.5,3,0.92,"Very High"
"United States",37.5,"Female","Yes Kids","phd","full-time",87500,"",5,0,"Large Town","Married",NA,1,4,3,4,2,2,3,1,1,2,1,1,1,2,1,4,3,2,3,1,1,3,3,1,1,1,2,3,2,3,1,2,4,3,3,3,4,3,4,3,3,4,4,5,5,4,"yes","no",3,1.8,2.6,4.4,0.92,"Very High"
"United States",28,"Female","Yes Kids","deg","full-time",25000,"",4,6,"Large Town","Single",2,1,1,1,1,1,1,5,5,5,1,3,1,1,4,1,1,5,4,5,1,1,1,1,2,3,2,3,1,3,1,1,5,1,3,5,2,1,1,2,1,2,3,3,3,3,5,"yes","no",1,2.9,2,3.4,0.92,"Very High"
"United States",32.5,"Male","Yes Kids","ltuni","full-time",67500,"",7,0,"Village","Married",4,1,3,5,5,4,4,2,4,5,5,5,3,5,3,5,5,4,5,2,3,5,5,3,4,5,5,5,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,"yes","yes",4.2,4.1,4.5,5,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","dip","full-time",25000,"",2,0,"Small Town","Married",NA,1,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,2,3,4,4,3,5,5,5,3,2,5,3,5,5,4,4,5,2,3,3,2,4,"yes","yes",3.4,4.5,4,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",35000,"",0,8,"Small Town","Single",2,0,4,4,4,2,2,3,2,4,2,2,2,5,4,2,4,5,2,5,2,3,4,2,3,4,3,3,5,5,4,2,2,4,4,4,4,4,3,3,5,4,2,3,3,3,2,"yes","yes",3.2,3.1,3.6,2.6,0.92,"Very High"
"United States",37.5,"Female","No Kids","deg","part-time",25000,"",3,3,"Village","Single",2,0,5,5,5,5,5,3,3,3,4,5,4,2,4,5,5,4,4,5,3,5,5,4,3,5,5,3,5,5,5,4,5,5,2,3,4,4,4,5,5,5,2,2,2,2,2,"yes","yes",5,3.9,4.3,2,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","ltuni","full-time",45000,"",2,3,"Large Town","Single",2,1,4,4,3,2,2,3,3,5,5,3,2,3,4,3,3,3,5,2,5,3,4,1,3,4,4,4,4,3,4,3,5,4,4,4,4,4,3,3,4,4,4,3,3,4,3,"yes","yes",3,3.5,3.6,3.4,0.92,"Very High"
"United States",32.5,"Male","No Kids","ma","student",15000,"",12,0,"Large Town","Single",2,0,3,5,5,5,5,2,4,2,2,5,2,5,5,5,5,4,4,1,5,5,5,3,5,5,2,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,3.7,4.5,1,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","deg","part-time",10000,"",0,6,"Small Town","Married",NA,1,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,1,5,1,5,1,5,1,4,5,1,1,2,5,1,3,2,3,1,5,1,1,1,"yes","no",5,2.9,2.6,1.8,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","ma","full-time",250000,"",12,0,"Large Town","Married",NA,3,4,3,3,2,2,2,2,5,4,2,3,5,3,2,2,2,4,2,3,4,3,2,4,4,1,1,3,4,4,3,2,4,4,4,3,4,3,5,4,5,4,5,4,4,4,"yes","yes",2.8,3,3.4,4.2,0.92,"Very High"
"United States",23,"Female","No Kids","deg","full-time",25000,"",0,11,"Village","Single",2,0,4,4,4,3,3,1,4,1,5,4,4,5,5,3,5,3,5,3,5,5,5,5,3,4,5,5,3,4,3,5,1,5,1,3,4,5,5,4,4,4,5,5,5,5,5,"yes","yes",3.6,3.9,3.9,5,0.92,"Very High"
"United States",23,"Female","No Kids","ma","student",55000,"",1,0,"Village","Single",2,0,4,4,3,1,1,1,1,2,3,3,1,4,3,3,4,5,4,3,3,3,5,3,2,5,4,5,4,3,4,2,4,4,1,2,4,3,4,5,4,3,4,4,5,5,3,"yes","yes",2.6,2.9,3.5,4.2,0.92,"Very High"
"United States",25,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",2,0,4,5,5,5,5,5,2,4,2,5,2,5,5,5,5,5,3,5,2,5,5,1,2,4,5,2,5,4,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,4,4.2,1,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",150000,"",0,6,"Large Town","Married",2,0,4,3,5,5,5,3,3,4,4,5,2,4,4,5,5,3,5,5,5,5,2,4,3,5,3,3,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,4,5,"yes","yes",4.4,4.1,4.1,4.2,0.92,"Very High"
"United States",45,"","Yes Kids","deg","full-time",67500,"",10,0,"Small Town","Married",NA,0,4,4,4,3,2,4,2,5,3,3,3,2,3,3,3,3,3,4,2,4,5,2,3,2,4,3,4,4,5,3,4,5,3,4,4,2,4,5,2,5,4,4,4,4,4,"yes","no",3.4,3.1,3.6,4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ltuni","retired",150000,"",9,0,"Medium-Sized","Married",NA,1,3,3,2,2,2,1,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,2,4,2,2,3,3,3,4,4,4,4,2,2,3,3,2,4,4,4,2,4,2,3,2,"yes","yes",2.4,3.4,3.1,2.6,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",0,0,"Small Town","",2,0,3,3,3,2,2,2,2,4,3,3,3,3,4,3,3,2,4,3,3,3,3,2,4,4,3,2,2,3,3,2,3,3,3,4,4,3,2,3,3,4,3,3,3,3,3,"yes","yes",2.6,3,3,3,0.92,"Very High"
"United States",45,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Small Town","Separated",NA,1,5,4,4,2,2,2,2,5,2,3,5,2,4,2,4,2,3,1,3,5,3,1,1,4,1,1,1,4,3,4,1,3,1,2,4,5,2,5,5,5,3,4,3,4,2,"yes","yes",3.4,3,2.8,3.2,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","unemployed",87500,"",1,2,"Small Town","Married",NA,0,5,5,5,5,5,4,1,5,2,5,5,3,3,2,5,3,2,5,1,5,5,3,2,2,5,3,5,4,5,1,2,5,5,5,5,5,5,5,5,5,2,2,2,2,3,"yes","yes",5,3.4,4.1,2.2,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","phd","retired",250000,"",0,0,"Small Town","Married",2,2,4,4,4,4,4,1,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,2,2,2,2,"yes","yes",4,3.5,3.4,2,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","unemployed",250000,"",0,0,"Village","Married",2,0,5,5,5,4,4,4,3,5,5,4,4,5,4,2,4,2,3,4,5,5,5,2,2,3,4,2,4,4,4,5,4,5,1,5,3,5,4,4,4,4,4,4,4,4,3,"yes","yes",4.6,3.9,3.7,3.8,0.92,"Very High"
"United States",28,"Male","No Kids","ltuni","student",15000,"",NA,0,"Village","Single",2,0,5,4,4,3,3,2,2,4,5,3,3,3,4,3,4,3,3,4,2,5,4,1,4,5,4,1,5,4,4,4,3,4,4,3,4,4,4,5,5,5,4,4,4,3,3,"yes","no",3.8,3.3,3.8,3.6,0.92,"Very High"
"United States",55,"Female","No Kids","ma","full-time",45000,"",6,5,"Rural/Country","Married",2,0,3,2,3,3,3,1,2,3,4,5,3,2,5,5,5,5,3,3,5,3,4,1,1,5,4,2,5,1,5,4,4,5,3,3,5,1,2,5,5,3,3,3,2,2,2,"yes","yes",2.8,3.6,3.4,2.4,0.92,"Very High"
"United States",45,"","No Kids","phd","full-time",150000,"",5,2,"Village","Divorced",2,0,2,1,2,1,1,2,1,3,1,2,1,1,3,3,3,2,1,2,1,3,3,1,3,4,1,2,3,2,3,1,2,4,3,3,3,3,2,2,3,4,5,5,5,5,4,"no","yes",1.4,1.9,2.6,4.8,0.92,"Very High"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",0,1,"Large Town","Married",NA,0,3,3,3,2,2,2,2,5,2,3,3,3,3,3,3,2,2,2,3,4,3,3,2,3,3,3,2,3,3,2,3,3,2,2,3,4,4,4,2,3,3,3,2,4,2,"yes","no",2.6,2.8,2.8,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",25000,"",5,0,"Small Town","Single",2,0,1,3,1,1,1,3,2,5,5,4,2,5,5,5,5,5,5,5,4,5,5,1,3,5,5,3,5,1,5,5,5,5,4,5,5,3,3,5,5,5,2,3,3,2,1,"yes","yes",1.4,4.3,4.2,2.2,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",35000,"",2,0,"Village","Single",2,0,4,5,4,3,3,1,1,5,1,3,1,3,4,4,2,3,2,4,1,1,5,3,4,4,2,4,4,4,4,2,3,3,2,4,4,3,3,5,5,5,3,3,3,3,3,"yes","no",3.8,2.4,3.6,3,0.92,"Very High"
"United States",28,"Female","No Kids","deg","student",35000,"",2,0,"Large Town","Single",2,0,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,"yes","yes",3.4,3.8,3.8,2.2,0.92,"Very High"
"United States",37.5,"Female","No Kids","ma","full-time",67500,"",6,1,"Rural/Country","Single",2,0,4,4,3,2,3,3,2,5,2,3,4,2,4,3,3,3,2,3,1,3,4,2,3,3,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,"yes","no",3.2,2.9,3.5,1.8,0.92,"Very High"
"United States",37.5,"Male","Yes Kids","ma","full-time",87500,"",10,0,"Rural/Country","Married",2,2,4,4,1,3,3,2,4,3,4,4,4,4,3,4,2,1,4,2,4,3,2,3,2,2,4,3,3,3,4,4,4,2,2,2,4,4,3,4,3,3,4,4,4,4,2,"yes","no",3,3.2,3,3.6,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",67500,"",0,0,"Small Town","Married",NA,1,5,5,5,5,5,1,5,4,5,4,5,5,3,4,5,3,5,3,5,5,5,3,1,5,3,1,4,5,5,5,4,5,2,2,5,4,4,5,4,5,3,3,4,4,3,"yes","yes",5,4.1,3.8,3.4,0.92,"Very High"
"United States",28,"Male","Yes Kids","ma","unemployed",10000,"",1,5,"Medium-Sized","Married",NA,0,4,5,5,5,5,1,4,4,4,5,5,5,5,5,5,3,3,2,4,5,5,4,3,3,3,1,5,4,4,5,4,4,4,5,4,4,5,3,4,4,1,1,1,2,1,"yes","yes",4.8,4,3.9,1.2,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",NA,"",0,0,"Large Town","Single",2,0,3,4,4,4,4,1,1,3,3,4,4,5,5,4,5,2,3,2,2,3,4,4,4,5,5,5,4,4,5,2,3,4,3,3,4,3,2,4,4,4,2,3,2,4,3,"yes","yes",3.8,3.1,3.8,2.8,0.92,"Very High"
"United States",55,"Female","No Kids","dip","retired",15000,"",6,0,"Large Town","Divorced",2,0,5,4,4,3,3,1,1,2,3,3,2,2,2,1,3,3,2,5,2,4,4,2,3,5,3,3,3,4,5,2,2,3,3,4,4,3,1,4,5,2,2,1,1,2,1,"yes","yes",3.8,2.4,3.2,1.4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","part-time",25000,"",3,0,"Village","Married",2,0,3,3,2,2,2,1,1,1,3,1,4,3,3,1,3,1,3,1,3,2,3,2,3,1,2,2,1,4,4,2,4,3,1,4,2,3,2,3,3,2,3,4,4,4,5,"yes","no",2.4,2.1,2.5,4,0.92,"Very High"
"United States",24,"Female","No Kids","ma","student",25000,"",1,0,"Large Town","Married",2,0,4,3,3,2,2,2,5,4,5,3,4,5,4,2,5,4,5,5,5,4,4,4,4,4,5,3,5,3,4,5,5,3,5,4,4,5,5,4,4,4,5,4,5,5,5,"yes","no",2.8,4.1,4.2,4.8,0.92,"Very High"
"United States",55,"Male","No Kids","phd","full-time",250000,"",0,0,"Rural/Country","Married",2,0,2,2,3,2,2,1,1,3,3,2,2,2,3,2,2,3,2,4,2,3,3,2,3,3,2,2,2,2,2,2,4,3,2,2,3,2,2,3,3,3,3,4,4,4,3,"no","no",2.2,2.3,2.5,3.6,0.92,"Very High"
"United States",28,"Female","No Kids","deg","full-time",45000,"",1,1,"Rural/Country","Married",2,0,3,4,4,2,2,1,1,4,1,3,2,1,2,4,3,2,1,3,1,2,3,1,2,2,3,1,3,4,4,2,2,4,1,1,4,5,4,4,3,3,3,5,4,4,4,"yes","yes",3,2.1,2.8,4,0.92,"Very High"
"United States",55,"Male","No Kids","phd","full-time",150000,"",14,9,"Village","Married",2,0,3,3,3,3,3,1,1,4,3,2,4,3,4,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,4,4,4,"yes","yes",3,2.6,2.8,3.8,0.92,"Very High"
"United States",67.5,"Male","No Kids","","full-time",NA,"",5,0,"","",2,0,5,2,4,4,4,2,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,3,2,5,5,4,5,4,5,5,5,5,3,2,4,5,5,5,5,5,3,4,2,2,2,"yes","yes",3.8,4.5,4.3,2.6,0.92,"Very High"
"United States",25,"Male","No Kids","deg","unemployed",10000,"",NA,0,"Large Town","Single",2,0,4,5,5,5,5,3,3,5,2,5,1,4,4,3,4,3,4,5,3,4,4,2,5,5,5,5,4,5,5,2,2,5,4,4,1,5,5,4,5,1,3,4,3,3,2,"yes","yes",4.8,3.5,3.9,3,0.92,"Very High"
"United States",45,"Male","No Kids","phd","part-time",45000,"",3,0,"Village","Married",2,0,3,3,4,4,5,4,3,1,5,5,4,4,4,3,5,2,4,4,5,4,4,1,1,5,3,4,5,5,5,5,4,5,4,4,3,5,5,4,4,4,3,4,4,5,2,"yes","yes",3.8,3.8,4,3.6,0.92,"Very High"
"United States",67.5,"Male","Yes Kids","phd","retired",250000,"",3,9,"Village","Married",NA,1,4,4,3,3,4,1,1,5,1,4,4,4,1,5,5,2,1,2,2,5,4,4,4,5,3,2,4,4,4,1,5,5,2,2,4,4,3,5,5,5,3,4,2,5,2,"yes","yes",3.6,2.9,3.8,3.2,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",55000,"",7,7,"Village","Married",2,0,4,3,4,5,5,1,3,4,5,5,4,5,5,3,5,4,4,4,5,5,1,3,5,5,5,3,5,4,5,4,5,5,2,5,4,5,5,5,5,5,5,4,5,5,5,"yes","no",4.2,4.1,4.3,4.8,0.92,"Very High"
"United States",32.5,"Female","Yes Kids","ltuni","unemployed",67500,"",14,0,"Large Town","Married",NA,1,3,4,5,3,3,2,2,4,4,2,4,4,4,2,4,5,3,4,3,4,4,2,3,4,4,3,3,4,4,4,5,4,5,4,4,5,3,3,4,4,3,3,3,4,4,"yes","yes",3.6,3.4,3.8,3.4,0.92,"Very High"
"United States",37.5,"Female","No Kids","ltuni","part-time",10000,"",0,0,"Rural/Country","Single",2,0,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","no",5,4.3,4.7,1,0.92,"Very High"
"United States",55,"Male","Yes Kids","ma","full-time",45000,"",0,0,"Rural/Country","Married",2,2,5,3,3,2,2,1,2,2,4,4,2,4,4,3,3,1,3,1,5,3,1,1,1,1,2,3,3,1,3,3,2,3,1,2,4,4,1,2,1,3,3,3,3,3,2,"no","yes",3,2.8,2.1,2.8,0.92,"Very High"
"United States",32.5,"Male","No Kids","phd","full-time",45000,"",NA,0,"Small Town","Single",2,0,3,4,2,4,4,3,4,3,2,4,5,3,4,5,5,5,3,5,3,4,5,2,1,1,5,4,3,3,5,5,4,3,1,4,5,5,3,4,5,4,4,5,4,4,5,"yes","no",3.4,3.9,3.6,4.4,0.92,"Very High"
"United States",55,"Female","Yes Kids","ltuni","full-time",55000,"",0,0,"Village","Divorced",NA,1,3,3,3,2,2,3,1,3,3,1,1,2,2,1,3,1,1,1,1,3,3,1,1,3,1,2,2,3,3,2,1,2,1,2,3,3,3,2,3,1,3,4,4,4,4,"yes","no",2.6,1.8,2.1,3.8,0.92,"Very High"
"United States",45,"Male","Yes Kids","ma","full-time",87500,"",3,0,"Small Town","Divorced",NA,0,2,3,3,2,3,2,1,5,2,3,2,3,3,3,3,3,3,5,1,3,4,2,3,1,4,2,4,3,4,4,3,3,4,3,4,4,4,4,2,4,3,4,4,3,4,"yes","yes",2.6,2.8,3.3,3.6,0.92,"Very High"
"United States",45,"Female","Yes Kids","phd","full-time",150000,"",0,0,"Village","Single",2,2,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,2,5,5,5,5,4,5,5,4,5,5,5,5,5,3,5,4,4,5,4,1,"yes","yes",5,4.7,4.7,3.6,0.92,"Very High"
"United States",23,"Female","No Kids","ltuni","student",NA,"",0,2,"Small Town","Separated",2,0,4,3,3,2,2,3,4,4,4,3,3,4,4,2,3,4,5,4,4,3,4,2,3,5,3,4,3,4,4,3,3,2,3,3,4,3,3,5,3,4,3,4,4,4,2,"yes","yes",2.8,3.6,3.4,3.4,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",9,7,"Village","Single",2,0,4,4,4,2,1,1,1,1,2,1,1,2,5,1,3,5,4,1,2,2,4,1,2,5,1,2,2,5,5,1,3,5,2,1,5,5,3,4,4,4,2,3,2,2,2,"yes","yes",3,2.1,3.2,2.2,0.92,"Very High"
"United States",45,"Male","No Kids","dip","full-time",87500,"",0,0,"Large Town","Married",2,0,5,5,5,5,5,2,3,3,4,5,3,4,5,5,5,5,5,3,3,4,5,4,4,5,5,4,5,3,4,4,4,5,3,4,4,5,5,5,4,5,4,5,4,4,3,"yes","yes",5,3.9,4.3,4,0.92,"Very High"
"United States",55,"Male","Yes Kids","ltuni","retired",67500,"",0,0,"Small Town","Married",NA,0,4,2,2,2,2,1,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,4,2,2,3,2,2,4,2,2,2,3,4,4,4,4,"no","no",2.4,1.8,2.2,3.8,0.92,"Very High"
"United States",45,"Female","No Kids","ltuni","full-time",55000,"",8,5,"Village","Married",2,0,5,4,4,3,3,3,4,1,4,2,5,5,3,1,5,1,5,3,5,5,5,5,1,5,5,2,3,4,4,5,5,3,5,4,3,1,1,5,5,1,1,1,1,2,5,"yes","yes",3.8,3.5,3.6,2,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",45000,"",10,0,"Rural/Country","Married",2,0,2,2,2,1,1,2,1,3,3,1,1,1,2,1,3,4,2,2,1,2,2,1,1,3,2,2,1,3,2,1,1,2,2,3,2,2,2,2,2,3,5,4,5,5,5,"no","no",1.6,1.9,2,4.8,0.92,"Very High"
"United States",32.5,"Female","No Kids","deg","full-time",35000,"",10,0,"Large Town","Single",2,0,3,2,2,1,1,2,1,2,1,2,1,4,3,2,2,5,1,3,1,2,4,2,2,2,4,2,3,2,4,1,3,3,2,2,3,4,5,2,4,3,2,2,3,3,2,"yes","yes",1.8,2.1,2.8,2.4,0.92,"Very High"
"United States",28,"Male","No Kids","ma","full-time",150000,"",7,6,"Village","Single",2,0,5,4,3,2,2,1,1,5,2,2,3,4,4,2,3,2,1,2,1,2,4,2,3,3,3,1,4,3,4,2,3,5,1,3,4,4,4,3,4,3,2,2,2,1,2,"yes","yes",3.2,2.3,3.1,1.8,0.92,"Very High"
